Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Ford Ecosport,Ford,Ecosport,2016,72574,Diesel,Manual,2,480000,Bogulkunta Hyderguda Telangana
Maruti IGNIS,Maruti,IGNIS,2022,80287,Petrol,Manual,1,450000,Lakdikapul Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2015,83357,Diesel,Manual,4,426000,Plot no 12 road no 5 Jubilee hills Hyderabad Hyderabad
Maruti XL6,Maruti,XL6,2020,94576,Petrol,Auto,1,1013000,Gudimalkapur Hyderabad Telangana
Maruti Alto,Maruti,Alto,2011,134571,Petrol,Manual,2,106000,Charminar Hyderabad
Maruti Dzire,Maruti,Dzire,2021,16108,Petrol,Manual,1,636000,krcr colony road no5 bachupally Hyderabad
Hyundai Verna,Hyundai,Verna,2015,115151,Diesel,Manual,2,375000,B d reddy gardens road B d reddy gardens road Hyderabad
Tata NEXON,Tata,NEXON,2021,31893,Petrol,Manual,1,792000,Vivekananda Nagar Colony Kukatpally Hyderabad
Mahindra TUV300,Mahindra,TUV300,2019,128291,Diesel,Manual,1,717000,Hyderabad Serilingampalle (M) Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2018,159297,Diesel,Manual,1,680000,Next lane of temple Hasthinapuram Hyderabad
KIA SELTOS,KIA,SELTOS,2021,74696,Petrol,Manual,2,930000,Hyderabad Telangana India
Maruti Ciaz,Maruti,Ciaz,2016,113007,Diesel,Manual,1,505000,Kukatpally Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2015,78288,Diesel,Auto,2,856000,Bandlaguda Jagir Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2013,132225,Diesel,Manual,2,274000,Hafeezpet Hyderabad Madeenaguda
Ford Ecosport,Ford,Ecosport,2013,177944,Diesel,Manual,2,310000,Sri sivananda livings Sri sivananda livings Hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,2020,97038,Petrol,Manual,1,600000,sumanth sai silver springs Near road no-7c Hyderabad
Skoda Rapid,Skoda,Rapid,2017,100096,Diesel,Manual,2,560000,Mallapur Hyderabad Telangana
Ford Classic,Ford,Classic,2012,185163,Diesel,Manual,2,165000,Latha lake view Latha lake view Hyderabad
Mahindra Thar,Mahindra,Thar,2023,103368,Diesel,Auto,1,1254000,Hafeezpet Hyderabad Telangana
Honda City,Honda,City,2018,68585,Petrol,Auto,1,720000,Telangana India Beside Biodiversity park
Mahindra XUV500,Mahindra,XUV500,2013,98950,Diesel,Manual,2,365000,Ambedkar Nagar Secunderabad Telangana
Tata ALTROZ,Tata,ALTROZ,2023,42679,Petrol,Manual,1,748000,Sri Ram Nagar Hyderabad
Volkswagen Polo,Volkswagen,Polo,2017,126054,Petrol,Manual,2,442000,Near Arch Lakshmi vihar Nallagandla
Honda City,Honda,City,2016,141821,Diesel,Manual,2,593000,Balanagar Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2014,100389,Diesel,Manual,2,449000,Begumpet Hyderabad
Maruti Ertiga,Maruti,Ertiga,2021,45642,Petrol,Auto,1,888000,Rajapushpa Provincia Rajapushpa Provincia Nanakramguda
Maruti Celerio,Maruti,Celerio,2018,55017,Petrol,Auto,2,350000,Langar Houz Hyderabad Telangana
Skoda SLAVIA,Skoda,SLAVIA,2022,63339,Petrol,Manual,1,888000,Tirumala garden colony Tirumala garden colony Bandlaguda Jagir
Tata ALTROZ,Tata,ALTROZ,2022,40433,Petrol,Auto,1,720000,Bachupally Hyderabad Telangana
Honda Amaze,Honda,Amaze,2022,45107,Petrol,Auto,1,673000,Buddha Nagar Hyderabad Telangana
Hyundai i20 Active,Hyundai,i20 Active,2018,58903,Petrol,Manual,1,529000,Old Bowenpally Old Bowenpally Secunderabad
Honda Jazz,Honda,Jazz,2015,193553,Petrol,Auto,1,350000,NCC URBAN ONE Tower 2 Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2010,90416,Petrol,Manual,1,173000,Louis braille Louis braille Hyderabad
Tata ALTROZ,Tata,ALTROZ,2022,27769,Petrol,Auto,1,723000,Bhavani Colony Shivarampally Jagir
Honda WR-V,Honda,WR-V,2018,211555,Diesel,Manual,2,594000,Chandrayangutta Hyderabad
Ford Ecosport,Ford,Ecosport,2013,90515,Diesel,Manual,1,358000,Dilsukhnagar Near babu complex Hyderabad
Tata Harrier,Tata,Harrier,2021,72264,Diesel,Auto,1,1366000,Jrt lotus street number 6 Jrt lotus street number 6 Hyderabad
Audi Q3,Audi,Q3,2015,102655,Diesel,Auto,2,1611000,Medchal-Malkajgiri Bachupally near itc company limited Usha lakshmi villas
Mercedes Benz C Class,Mercedes Benz,C Class,2012,84324,Petrol,Auto,2,650000,Gajularamaram Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2016,89950,Diesel,Manual,1,805000,Hyderabad Telangana India
Mahindra XUV500,Mahindra,XUV500,2017,104238,Diesel,Auto,1,942000,Nizampet Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2017,93061,Petrol,Auto,2,773093,Shaikpet Hyderabad Telangana
Toyota Innova,Toyota,Innova,2012,250000,Diesel,Manual,2,568000,Moula Ali Secunderabad Telangana
Maruti S Cross,Maruti,S Cross,2021,74079,Petrol,Manual,2,670000,BalajiNagar Colony Mahbubnagar
Maruti XL6,Maruti,XL6,2020,96803,Petrol,Auto,1,908000,Jubilee Hills Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2018,55830,Petrol,Auto,2,465000,Padma Nagar Phase I Chinthal Hyderabad
Mahindra XUV700,Mahindra,XUV700,2021,140437,Petrol,Manual,1,1250000,Dwaraka Nagar Khammam Telangana
Mahindra Thar,Mahindra,Thar,2021,47442,Petrol,Auto,2,1031000,Manikonda Hyderabad Telangana
Toyota Innova Crysta,Toyota,Innova Crysta,2023,22271,Diesel,Manual,1,2137000,Gudimalkapur Hyderabad Telangana
Maruti S PRESSO,Maruti,S PRESSO,2022,36041,Petrol,Manual,2,359000,Madhapur Hyderabad Telangana
KIA SELTOS,KIA,SELTOS,2023,35109,Diesel,Manual,1,1185000,Nagole Hyderabad Telangana
Tata Indica Vista,Tata,Indica Vista,2011,209292,Diesel,Manual,2,100000,Kavadiguda Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2016,199287,Diesel,Manual,2,500000,Hyderabad Telangana India
Mercedes Benz C Class,Mercedes Benz,C Class,2012,137384,Petrol,Auto,2,887000,Hyderabad Telangana India
BMW X1,BMW,X1,2016,68302,Diesel,Auto,2,1226000,Myscape Mea Myscape Mea Nanakramguda
Mahindra Xylo,Mahindra,Xylo,2011,155413,Diesel,Manual,2,254000,Sanath Nagar Hyderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2022,59857,Petrol,Manual,1,554000,Vijetha super matket Bhargav residnecy Hyderabad
Honda Amaze,Honda,Amaze,2013,116484,Diesel,Manual,1,245000,Begumpet Hyderabad Telangana
Hyundai Verna,Hyundai,Verna,2020,102554,Petrol,Manual,1,782000,786 Funtion hall Mannat Hyderabad
Renault Fluence,Renault,Fluence,2012,90000,Diesel,Manual,2,350000,Balaji nagar road num 3 opp rj sainath heavens appartment Balaji nagar road num 3 opp rj sainath heavens appartment Hyderabad
Tata NEXON,Tata,NEXON,2021,59711,Petrol,Manual,2,780000,Kukatpally Hyderabad
Jeep Compass,Jeep,Compass,2021,116150,Diesel,Auto,1,1903000,Nallagandla Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2015,204955,Petrol,Manual,1,399000,Boduppal Hyderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2020,22039,Petrol,Auto,1,905000,Auto Nagar Hyderabad Telangana
Jeep Compass,Jeep,Compass,2019,131488,Diesel,Manual,1,1110000,Cherlapalli Secunderabad Telangana
Maruti BREZZA,Maruti,BREZZA,2022,91320,Petrol,Manual,1,729000,Visaka Nagar Almasguda
Maruti S PRESSO,Maruti,S PRESSO,2023,32553,Petrol,Manual,1,412000,Ismailkhanguda Secunderabad
Renault Kwid,Renault,Kwid,2022,43615,Petrol,Manual,1,347000,Langar Houz Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2016,131160,Diesel,Manual,2,529000,road nor -6 road nor -6 Hyderabad
Maruti Dzire,Maruti,Dzire,2017,80758,Petrol,Manual,2,466000,Jubilee Hills Hyderabad Telangana
Maruti S Cross,Maruti,S Cross,2018,172004,Diesel,Manual,2,600000,Hyderabad Telangana India
Maruti Ciaz,Maruti,Ciaz,2022,54388,Petrol,Manual,1,700000,Axis bank Phelio house Hyderabad
Maruti Baleno,Maruti,Baleno,2017,74286,Diesel,Manual,1,508000,Gudimalkapur Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2016,69605,Petrol,Manual,2,454000,KMR Estates Hyderabad Telangana
Honda City,Honda,City,2016,99294,Petrol,Manual,1,493000,Jubilee Hills Hyderabad Telangana
Hyundai i20 Active,Hyundai,i20 Active,2017,65992,Petrol,Manual,2,550000,Kphb colony 4th Phase Kphb colony 4th Phase Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2016,50385,Petrol,Manual,1,1068000,Shamshabad Hyderabad
Mahindra XUV500,Mahindra,XUV500,2019,148186,Diesel,Manual,2,871000,Osman Nagar Hyderabad Telangana
Tata Tiago,Tata,Tiago,2021,57841,Petrol,Auto,1,484000,Flat 218 Vasavi grand vista Hyderabad
BMW 3 Series,BMW,3 Series,2015,114581,Diesel,Auto,1,1307000,Yousufguda Hyderabad Telangana
Mahindra Thar,Mahindra,Thar,2023,14313,Petrol,Auto,2,1177000,Ambedkar Nagar Hyderabad
Tata NEXON,Tata,NEXON,2021,42037,Petrol,Manual,1,725000,Telangana India Hyderabad
Maruti XL6,Maruti,XL6,2021,68866,Petrol,Auto,1,884000,Gaddi annaram Hyderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2024,11155,Petrol,Auto,2,650000,Rambagh Colony Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2018,96721,Diesel,Manual,2,609000,Mannat residency Mannat residency Manikonda
Hyundai NEW I20,Hyundai,NEW I20,2022,28336,Petrol,Auto,2,867000,Rapaka Building Rapaka Building Hyderabad
KIA SELTOS,KIA,SELTOS,2020,76241,Petrol,Manual,3,1075000,Shaikpet Hyderabad Telangana
Maruti Swift,Maruti,Swift,2014,26000,Petrol,Manual,2,350000,Hyderabad Telangana India
Mahindra XUV500,Mahindra,XUV500,2020,115088,Diesel,Manual,2,1290000,Chengicherla Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2017,103535,Petrol,Manual,2,419000,papireddy colony chandanagar Hyderabad
KIA SELTOS,KIA,SELTOS,2019,34486,Diesel,Manual,1,1099000,Kukatpally Hyderabad Telangana
Toyota Innova Crysta,Toyota,Innova Crysta,2017,149207,Diesel,Manual,2,1350000,Auto Nagar Hyderabad Telangana
BMW X1,BMW,X1,2017,122518,Diesel,Auto,2,1469000,Near nallagandla flyover Near nallagandla flyover Serilingampalle (M)
Maruti Baleno,Maruti,Baleno,2020,60591,Petrol,Manual,1,530000,Kalapuram Basti Miyapur Telangana
Maruti S Cross,Maruti,S Cross,2018,54922,Diesel,Manual,2,646000,Kothapet Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2015,100817,Diesel,Manual,1,550000,HITEC City Hyderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2020,24188,Petrol,Manual,2,520000,Opposite of Cyber Nest apartment Raja Rajeshwari Nagar Kondapur Hyderabad
Toyota Innova Crysta,Toyota,Innova Crysta,2018,256645,Diesel,Manual,2,1644000,Opp.Katta Maisamma Temple Opp.Katta Maisamma Temple Meerpet
Mahindra XUV500,Mahindra,XUV500,2015,133269,Diesel,Manual,2,669000,Raghavendra Colony Hyderabad Telangana
Honda Amaze,Honda,Amaze,2024,8427,Petrol,Auto,1,801000,Pragathi Nagar Hyderabad Telangana
Nissan MAGNITE,Nissan,MAGNITE,2021,48980,Petrol,Manual,1,507000,Telangana India Metro pillar no 1039
Ford Ecosport,Ford,Ecosport,2017,85753,Diesel,Manual,2,520000,Sri Raghavendra Residency Sri Raghavendra Residency Upperpally
Hyundai Creta,Hyundai,Creta,2015,141651,Diesel,Auto,2,625000,Lane besides Watermarks showroom D v colony Minister road Hyderabad
Toyota Innova Crysta,Toyota,Innova Crysta,2017,135959,Diesel,Manual,2,1365000,Bandlaguda Jagir Hyderabad Telangana
Volkswagen TAIGUN,Volkswagen,TAIGUN,2021,31342,Petrol,Auto,2,1013000,Hyderabad Telangana India
Maruti Ertiga,Maruti,Ertiga,2012,158455,Diesel,Manual,3,426000,Quthbullapur Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2017,150100,Diesel,Manual,3,589000,Hameed khan enclave Hameed khan enclave Hyderabad
Maruti XL6,Maruti,XL6,2020,76383,Petrol,Auto,1,862000,21-3-789 Chelapura Chelapura Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2017,66560,Petrol,Manual,1,385000,Vattinagulapally Nanakramguda Telangana
Hyundai Creta,Hyundai,Creta,2017,41482,Petrol,Manual,1,780000,null I-902; Aparna Sarovar Grande; Nallagandla; Serilingampally; K.V.Rangareddy
BMW 3 Series,BMW,3 Series,2016,89206,Diesel,Auto,1,1207000,Huda Sai Nagar Colony Vanasthalipuram Telangana
Maruti FRONX,Maruti,FRONX,2023,40957,Petrol,Manual,1,886000,Budha bhawan Budha bhawan Hyderabad
Maruti Swift,Maruti,Swift,2023,61339,Petrol,Manual,2,573000,Mayuri Nagar Miyapur Telangana
Mahindra XUV500,Mahindra,XUV500,2021,93475,Diesel,Auto,2,1342000,Metro Waterworks Road Hydernagar Hyderabad
Maruti Ertiga,Maruti,Ertiga,2015,113564,Diesel,Manual,1,550000,Uppal Hyderabad Telangana
Maruti Dzire,Maruti,Dzire,2017,136615,Diesel,Manual,1,560000,near srujana hospital beside lane Kmr residency Hyderabad
Hyundai EXTER,Hyundai,EXTER,2024,43977,Petrol,Manual,1,700000,Hyderabad Narsingi Telangana
Honda Brio,Honda,Brio,2013,101712,Petrol,Manual,2,310000,Nehru Nagar Serilingampalle (M) Telangana
Maruti Alto K10,Maruti,Alto K10,2017,92586,Petrol,Auto,2,250000,Bachupally Hyderabad Telangana
Volkswagen Jetta,Volkswagen,Jetta,2012,160650,Diesel,Manual,2,386000,Ramachandrapuram Hyderabad Telangana
Maruti Dzire,Maruti,Dzire,2017,67404,Diesel,Auto,1,750000,L. B. Nagar Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2017,125197,Petrol,Auto,2,454000,Bowenpally Secunderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2015,174486,Diesel,Manual,2,550000,Ganesh Nagar Choutuppal
Maruti Vitara Brezza,Maruti,Vitara Brezza,2021,41721,Petrol,Manual,2,698000,Boduppal Hyderabad Telangana
Honda City,Honda,City,2021,44251,Petrol,Manual,1,914000,Kothapet Hyderabad Telangana
CITROEN C3 AIRCROSS,CITROEN,C3 AIRCROSS,2023,49648,Petrol,Manual,2,942000,Srinivas Nagar colony Road No. 4 Near Disha high school Nagaram Hyderabad- Telangana K.V.Rangareddy
Honda Jazz,Honda,Jazz,2018,117438,Petrol,Manual,1,470000,Saroor Nagar East Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2015,76828,Diesel,Manual,2,462000,Arba Noor Residency Arba Noor Residency Hyderabad
Audi Q3,Audi,Q3,2023,9718,Petrol,Auto,1,3910000,Narsingi Hyderabad Telangana
Audi A6,Audi,A6,2014,66665,Diesel,Auto,1,775000,Narsingi municipal office Narsingi municipal office Narsingi
Volvo XC 90,Volvo,XC 90,2012,115749,Diesel,Auto,1,571000,Balanagar Hyderabad Telangana
Tata PUNCH,Tata,PUNCH,2021,34972,Petrol,Auto,1,650000,Indu fortune fields orchids Indu fortune fields orchids Hyderabad
Renault Captur,Renault,Captur,2019,27840,Diesel,Manual,1,637000,Hafeezpet Miyapur Telangana
Tata Harrier,Tata,Harrier,2019,109698,Diesel,Manual,3,1009000,Tolichowki Tolichowki Hyderabad
Ford Ecosport,Ford,Ecosport,2018,120270,Diesel,Manual,2,712000,Nawab Saheb Kunta Katedhan Telangana
Ford Ecosport,Ford,Ecosport,2016,46820,Diesel,Manual,1,628000,Sanath Nagar Hyderabad Telangana
Tata Tiago,Tata,Tiago,2022,25782,Petrol,Manual,2,500000,Malkajgiri Secunderabad Telangana
KIA SONET,KIA,SONET,2022,31785,Petrol,Manual,1,882000,Hyderabad Telangana India
Maruti Baleno,Maruti,Baleno,2017,79617,Petrol,Manual,1,452000,Gandamguda Telangana India
Hyundai Creta,Hyundai,Creta,2021,57768,Diesel,Manual,1,1658000,PJR ENCLAVE ROAD CHANDA NAGAR Aparna Hill Park Silver oaks Miyapur
Tata Harrier,Tata,Harrier,2019,111708,Diesel,Manual,1,968000,Near kids play school Riadno-2 Hyderabad
Maruti Baleno,Maruti,Baleno,2018,52320,Petrol,Manual,1,519000,Kukatpally Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2015,41974,Petrol,Manual,1,466000,Candeur 40 Miyapur Hyderabad Candeur 40 Miyapur Hyderabad Miyapur
Hyundai Creta,Hyundai,Creta,2017,134370,Diesel,Auto,2,844000,Mahitha green meadows Mithilanagar Hyderabad
Mahindra XUV300,Mahindra,XUV300,2021,23865,Petrol,Manual,1,807117,Ark homes Turkapally Bolarum Secunderabad Ark homes Turkapally Bolarum Secunderabad Secunderabad
BYD Seal,BYD,Seal,2024,29000,Electric,Auto,1,3426000,Nagole Hyderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2020,119442,Petrol,Auto,2,629000,Ragannaguda Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2017,90645,Petrol,Manual,2,378000,Mallapur Secunderabad Telangana
Hyundai i20 Active,Hyundai,i20 Active,2015,98368,Petrol,Manual,2,384000,Balaji residency Balaji residency Secunderabad
Mahindra XUV500,Mahindra,XUV500,2016,119080,Diesel,Manual,2,750000,Borabanda Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2015,140848,Petrol,Manual,2,332000,Erragadda Hyderabad Telangana
Mahindra Thar,Mahindra,Thar,2020,33005,Petrol,Auto,2,1050000,PJR Layout Hyderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2022,41821,Diesel,Auto,1,900000,Amberpet Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2019,71096,Petrol,Manual,1,814000,Hyderabad Madeenaguda Telangana
KIA SONET,KIA,SONET,2020,48972,Diesel,Manual,1,1040000,Telangana India Kondapur
Honda Amaze,Honda,Amaze,2018,32514,Diesel,Manual,1,604000,Hyderabad Telangana India
Toyota URBAN CRUISER HYRYDER,Toyota,URBAN CRUISER HYRYDER,2023,39553,Petrol,Manual,1,1216000,Tarnaka Secunderabad Telangana
Honda Jazz,Honda,Jazz,2016,80017,Petrol,Auto,2,420000,Tirumalagiri Secunderabad Telangana
Hyundai NEW SANTRO,Hyundai,NEW SANTRO,2019,31593,Petrol,Manual,1,436000,Kapra Secunderabad Telangana
Maruti Swift,Maruti,Swift,2019,96675,Petrol,Manual,1,446000,Opposite to Horse riding school Flat.no.103 104 Gulshan colony.shaikpet Hyderabad
CITROEN C3,CITROEN,C3,2022,72063,Petrol,Manual,1,469000,MCR Colony Badangpet Telangana
MG HECTOR PLUS,MG,HECTOR PLUS,2023,13428,Diesel,Manual,1,1625000,Warasiguda Hyderabad Telangana
MG ASTOR,MG,ASTOR,2023,21000,Petrol,Manual,1,931000,Masjid Banda Kondapur Behind Mercedes Showroom K.V.Rangareddy
Toyota Glanza,Toyota,Glanza,2019,101000,Petrol,Manual,2,568000,B.N Reddy Nagar Hyderabad Telangana
Volvo S60,Volvo,S60,2012,104536,Diesel,Auto,3,653000,Dwarakamai Residency Dwarakamai Residency Hyderabad
Mahindra XUV300,Mahindra,XUV300,2023,21110,Petrol,Manual,1,823000,Bharat Heavy Electricals Limited Hyderabad Telangana
Mahindra XUV700,Mahindra,XUV700,2023,35445,Diesel,Manual,1,1648000,Miyapur Telangana India
Hyundai AURA,Hyundai,AURA,2021,106292,Diesel,Auto,2,601000,Alwal Secunderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2020,211066,Diesel,Manual,1,643000,Hafeezpet Hyderabad Telangana
Audi Q3,Audi,Q3,2014,126369,Diesel,Auto,2,1068000,Opp kusaiguda bus depot green hills colony moulaali Hyderabad
Tata Harrier,Tata,Harrier,2019,123885,Diesel,Manual,1,941000,Nizampet Nizampet Hyderabad
Jeep Compass,Jeep,Compass,2018,130046,Petrol,Auto,1,778000,HITEC City Hyderabad
KIA SONET,KIA,SONET,2021,162397,Diesel,Manual,1,1042000,Chanda Nagar Hyderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2019,56333,Diesel,Manual,1,843000,PJR Layout Hyderabad Telangana
Honda City,Honda,City,2012,69769,Petrol,Auto,1,359000,Nanakramguda Hyderabad Telangana
Maruti S Cross,Maruti,S Cross,2018,104181,Diesel,Manual,1,665000,916 9th Floor Mathrusri Nagar
Audi A4,Audi,A4,2016,74205,Diesel,Auto,3,1476000,Hyderabad Telangana India
Toyota Corolla Altis,Toyota,Corolla Altis,2011,283234,Diesel,Manual,2,333000,RTC Supervisors Colony Hayathnagar_Khalsa
Tata TIAGO EV,Tata,TIAGO EV,2024,6276,Electric,Auto,1,670000,Kokapet Hyderabad
Jeep Compass,Jeep,Compass,2020,95644,Diesel,Manual,2,1364000,Royals car decor Royals car decor Secunderabad
KIA CARNIVAL,KIA,CARNIVAL,2022,61386,Diesel,Auto,2,2136000,Hmzah Cars Beside Alekhya Towers Hyderabad
MG HECTOR,MG,HECTOR,2019,155324,Diesel,Manual,1,1211000,Vyshali nagar Vyshali nagar Champapet
Maruti S Cross,Maruti,S Cross,2019,157440,Diesel,Manual,1,650000,Main road huda colony saroor nagar Main road huda colony saroor nagar Hyderabad
Hyundai Creta,Hyundai,Creta,2016,82953,Diesel,Auto,1,750000,Gachibowli Hyderabad Telangana
Maruti Alto,Maruti,Alto,2021,31714,Petrol,Manual,1,327000,Rodamestri Nagar Hyderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2022,25292,Petrol,Auto,2,405000,flat no 202 Madinaguda Hyderabad
Hyundai VENUE,Hyundai,VENUE,2019,37800,Petrol,Manual,1,700000,Narsingi Gandipet
MG HECTOR PLUS,MG,HECTOR PLUS,2023,104683,Diesel,Manual,2,1150000,IPM Blood Bank Colony Hayathnagar_Khalsa
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2021,65738,Petrol,Manual,2,504000,Flat 507 opposite road of ratnadeep K.V.Rangareddy
Tata ALTROZ,Tata,ALTROZ,2022,59865,Petrol,Manual,2,612000,Prashanth Nagar Colony Hyderabad Telangana
Honda City,Honda,City,2019,120105,Petrol,Auto,2,750000,Kukatpally Hyderabad
MG ASTOR,MG,ASTOR,2022,60273,Petrol,Manual,1,997000,Trident grande Trident grande Hyderabad
Hyundai Verna,Hyundai,Verna,2019,54681,Petrol,Auto,1,890000,Moti Nagar Hyderabad Telangana
BMW X3,BMW,X3,2012,135377,Diesel,Auto,2,1139000,Golden Mile Road Kokapet Telangana
Hyundai Creta,Hyundai,Creta,2021,53098,Diesel,Manual,1,1250000,Mehdipatnam Hyderabad Telangana
MG HECTOR PLUS,MG,HECTOR PLUS,2024,33694,Diesel,Manual,1,1793000,Brundavan Colony Aparna serenity Apartments Secunderabad
BMW X1,BMW,X1,2015,144333,Diesel,Auto,2,1153000,Lakdikapul Hyderabad Telangana
CITROEN C3,CITROEN,C3,2022,28000,Petrol,Manual,1,510000,Victoria Layout Bengaluru
KIA SONET,KIA,SONET,2022,31738,Diesel,Manual,1,1093000,Kothapet Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2018,55535,Diesel,Manual,2,1003000,Vr colony Vr colony Hyderabad
Mahindra Thar,Mahindra,Thar,2023,12692,Petrol,Auto,1,1421000,Hyderabad Upperpally Telangana
Maruti Celerio,Maruti,Celerio,2022,27288,Petrol,Manual,1,531000,Uppal Hyderabad Telangana
Toyota Fortuner,Toyota,Fortuner,2014,191571,Diesel,Manual,2,1763000,Telangana India Neer Toyota service
Skoda Laura,Skoda,Laura,2010,156633,Diesel,Manual,1,300000,Telangana India Rockwell international school
Volkswagen TAIGUN,Volkswagen,TAIGUN,2022,49680,Petrol,Manual,1,1091000,Bachupally Hyderabad Telangana
Maruti S Cross,Maruti,S Cross,2021,84432,Petrol,Manual,1,700000,India Hyderabad Telangana
Maruti XL6,Maruti,XL6,2020,50941,Petrol,Auto,1,922000,Hafeezpet Hyderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2020,46890,Diesel,Auto,2,822000,Nagole Nagole Hyderabad
Maruti Ertiga,Maruti,Ertiga,2024,40106,Petrol,Manual,2,1070000,Bachupally Bachupally Hyderabad
Maruti Baleno,Maruti,Baleno,2019,28082,Petrol,Manual,1,562000,Vanasthalipuram Hyderabad Telangana
Toyota Innova,Toyota,Innova,2012,180725,Diesel,Manual,2,525000,Masjid e al azhar Masjid e al azhar Hyderabad
KIA SONET,KIA,SONET,2021,67208,Petrol,Manual,1,780000,Ranmast Pura Hyderabad Telangana
Mahindra TUV300,Mahindra,TUV300,2018,101200,Diesel,Manual,1,515000,null 19 4 430 6 Al Jabir Complex Thadbun Hyderabad
Maruti S Cross,Maruti,S Cross,2016,123551,Diesel,Manual,1,508000,Bowenpally Secunderabad Telangana
Hyundai Verna,Hyundai,Verna,2019,92990,Diesel,Auto,1,840000,Madhapur Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2019,54000,Diesel,Manual,1,650000,Pragathi Nagar Hyderabad Telangana
Maruti Alto,Maruti,Alto,2019,26511,Petrol,Manual,2,290000,5th flr Mb construction Hyderabad
Tata Tiago,Tata,Tiago,2021,28906,Petrol,Manual,1,519000,Hyderabad Telangana India
Tata Tiago,Tata,Tiago,2018,59408,Petrol,Auto,2,410000,Varsha Sri Homes Varsha Sri Homes Hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,164105,Diesel,Manual,3,596000,Nanakramguda Hyderabad Telangana
Honda City,Honda,City,2013,42309,Petrol,Manual,1,400000,Silpa Gram Craft Village Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2014,110826,Diesel,Manual,1,383000,Nizampet Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2020,53293,Petrol,Manual,1,1150000,KMR Estates Hyderabad Telangana
KIA SONET,KIA,SONET,2022,100670,Diesel,Manual,1,750000,Hussaini Alam Hyderabad Telangana
KIA SONET,KIA,SONET,2023,46557,Petrol,Manual,1,955000,Hafeezpet Madeenaguda
Maruti Dzire,Maruti,Dzire,2021,60128,Petrol,Auto,1,556000,Hafeezpet Hyderabad Telangana
Toyota Glanza,Toyota,Glanza,2019,81316,Petrol,Manual,1,512000,Manikonda Hyderabad Telangana
Jeep Compass,Jeep,Compass,2018,107000,Diesel,Manual,1,850000,Banjara Hills Hyderabad Telangana
Honda City,Honda,City,2013,130705,Petrol,Manual,2,324000,Shaikpet Hyderabad Telangana
Maruti Swift,Maruti,Swift,2024,37476,Petrol,Manual,1,634000,Chanda Nagar Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2016,54616,Petrol,Manual,1,776000,Nanakramguda Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2015,117794,Petrol,Auto,1,360000,Nizampet Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2015,85037,Diesel,Manual,1,430000,Peerzadiguda Hyderabad Telangana
